prompt,completion
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If a doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for doxepin?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Likely Poor Metabolizer : *10/*22

What is the drug recommendation for doxepin?","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use. If doxepin is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid doxepin use; If doxepin is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Poor Metabolizer : *2/*2

What is the drug recommendation for doxepin?","Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",Consider a 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?","Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Indeterminate : *12/*12

What is the drug recommendation for doxepin?",No recommendation
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?","Avoid imipramine use. If a imipramine is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended."
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Consider a 25% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Initiate therapy with recommended starting dose.
"Given the following information:
- Phenotypes:
- Diplotype:
  CYP2C19: Intermediate Metabolizer : *1/*2

What is the drug recommendation for imipramine?",Initiate therapy with recommended starting dose.
